workout_id,user_id,workout_start_time,workout_duration_min,workout_type,muscleGroupsTargeted,workout_style,trainer_name,trainer_follower_count,difficulty_level,completion_status,engagement_score
209,16,10/12/2023 18:18,16,Movement,"['Back', 'Core']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.46
210,487,1/12/2023 12:27,20,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.66
211,63,6/27/2023 11:21,22,Exercise,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Beginner,TRUE,2.72
212,272,6/21/2023 11:37,15,Movement,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Beginner,TRUE,2.36
213,237,7/29/2023 20:00,52,Movement,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,5.07
214,196,4/21/2023 6:22,30,Movement,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,2.32
215,304,2/14/2023 8:19,22,Movement,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.4
216,467,8/9/2023 5:03,55,Exercise,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Advanced,FALSE,8.42
217,497,6/13/2023 8:04,49,Movement,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Intermediate,FALSE,4.92
218,357,7/15/2023 19:15,30,Exercise,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,TRUE,1.52
219,183,4/6/2023 5:52,55,Exercise,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Advanced,TRUE,6.27
220,463,11/2/2023 6:48,49,Exercise,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Intermediate,TRUE,5.19
221,433,7/27/2023 20:00,17,Movement,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Beginner,TRUE,2.31
222,363,9/11/2023 8:25,22,Movement,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Beginner,TRUE,2.69
223,151,8/13/2023 13:13,33,Movement,"['Back', 'Core']",Strength,Marcus Lee,12000,Intermediate,TRUE,3.59
224,244,5/8/2023 13:19,30,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Intermediate,TRUE,4.22
225,137,2/4/2023 5:37,43,Exercise,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Intermediate,TRUE,4.01
226,274,7/27/2023 17:25,29,Exercise,"['Biceps', 'Triceps']",Cardio,Sarah Kim,60000,Beginner,FALSE,2.07
227,360,6/7/2023 17:19,44,Exercise,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Advanced,TRUE,6.39
228,151,7/30/2023 7:41,35,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Intermediate,TRUE,6.18
229,128,9/24/2023 20:00,19,Exercise,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Beginner,FALSE,1.63
230,3,8/31/2023 7:46,19,Movement,"['Back', 'Core']",Strength,Marcus Lee,12000,Beginner,FALSE,2.7
231,290,8/21/2023 18:09,27,Exercise,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Beginner,TRUE,2.8
232,107,5/29/2023 8:21,11,Exercise,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Beginner,TRUE,2.19
233,82,11/28/2023 6:16,18,Movement,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Beginner,TRUE,2.71
234,211,5/22/2023 6:16,45,Movement,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Advanced,TRUE,7.37
235,162,6/5/2023 19:49,12,Movement,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,1.79
236,184,6/22/2023 19:08,15,Exercise,"['Chest', 'Shoulders']",Cardio,Marcus Lee,12000,Beginner,FALSE,1.82
237,211,7/1/2023 2:17,43,Movement,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Advanced,TRUE,8.63
238,18,4/23/2023 20:24,10,Exercise,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Beginner,FALSE,2.69
239,158,3/27/2023 0:21,45,Movement,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Advanced,FALSE,6.25
240,435,4/20/2023 22:52,40,Movement,"['Back', 'Core']",Strength,Marcus Lee,12000,Intermediate,TRUE,6.41
241,119,6/15/2023 2:44,30,Exercise,"['Biceps', 'Triceps']",Cardio,Sarah Kim,60000,Intermediate,TRUE,6.63
242,170,9/9/2023 17:01,28,Exercise,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Beginner,FALSE,2.31
243,76,7/21/2023 7:23,16,Exercise,"['Chest', 'Shoulders']",Cardio,Marcus Lee,12000,Beginner,TRUE,1.09
244,153,5/28/2023 7:53,35,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,3.95
245,463,5/29/2023 7:48,44,Exercise,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Intermediate,FALSE,6.31
246,162,6/27/2023 5:27,30,Exercise,"['Biceps', 'Triceps']",Cardio,Sarah Kim,60000,Beginner,TRUE,1.66
247,222,7/9/2023 13:12,10,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.07
248,106,11/5/2023 6:12,53,Movement,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Advanced,TRUE,8.58
249,123,6/10/2023 6:57,24,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.84
250,100,1/8/2023 5:41,20,Exercise,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Beginner,FALSE,1.51
251,371,7/6/2023 19:59,48,Movement,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Intermediate,TRUE,5.92
252,3,8/4/2023 8:30,15,Movement,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Beginner,FALSE,1.57
253,89,6/6/2023 19:18,58,Exercise,"['Back', 'Core']",Cardio,Alex Johnson,50000,Advanced,FALSE,5.52
254,147,12/5/2023 22:00,49,Movement,"['Biceps', 'Triceps']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,6.35
255,385,4/11/2023 18:08,24,Exercise,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Beginner,TRUE,1.82
256,177,8/6/2023 18:17,33,Movement,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Intermediate,TRUE,6.66
257,73,2/6/2023 19:29,23,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,2.56
258,159,8/11/2023 20:00,24,Movement,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.81
259,368,6/4/2023 19:07,45,Exercise,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Advanced,FALSE,5.26
260,305,3/20/2023 13:24,28,Exercise,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Beginner,TRUE,2.8
261,164,9/26/2023 18:48,34,Movement,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Intermediate,TRUE,6.02
262,347,6/29/2023 11:24,24,Movement,"['Back', 'Core']",Strength,Alex Johnson,50000,Beginner,TRUE,1.78
263,124,9/22/2023 20:00,21,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,2.69
264,200,5/27/2023 18:09,23,Exercise,"['Back', 'Core']",Strength,Sarah Kim,60000,Beginner,FALSE,2.16
265,465,6/18/2023 17:07,50,Movement,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Advanced,TRUE,6.64
266,91,8/2/2023 8:18,12,Exercise,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,FALSE,1.79
267,281,5/18/2023 18:19,56,Exercise,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Advanced,FALSE,5.42
268,93,8/28/2023 13:07,15,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.2
269,303,4/13/2023 18:36,14,Exercise,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Beginner,FALSE,1.11
270,18,7/17/2023 5:45,15,Movement,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Beginner,TRUE,2.51
271,130,6/29/2023 5:17,22,Exercise,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.02
272,49,9/16/2023 20:00,14,Exercise,"['Chest', 'Shoulders']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.91
273,126,7/4/2023 6:04,38,Exercise,"['Biceps', 'Triceps']",Strength,Emma Rodriguez,2500000,Intermediate,FALSE,5.73
274,365,6/8/2023 5:58,28,Movement,"['Chest', 'Shoulders']",Strength,Alex Johnson,50000,Beginner,TRUE,2.58
275,35,9/16/2023 17:12,31,Movement,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Intermediate,FALSE,4.49
276,325,5/26/2023 8:29,12,Exercise,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Beginner,TRUE,1.69
277,198,3/22/2023 12:59,20,Movement,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,2.84
278,416,8/26/2023 17:53,25,Exercise,"['Biceps', 'Triceps']",Strength,Sarah Kim,60000,Beginner,TRUE,2.09
279,325,4/25/2023 7:20,25,Exercise,"['Biceps', 'Triceps']",Cardio,Sarah Kim,60000,Beginner,FALSE,1.27
280,167,2/16/2023 5:08,34,Movement,"['Legs', 'Glutes']",Cardio,Sarah Kim,60000,Intermediate,FALSE,6.68
281,1,11/9/2023 17:47,13,Exercise,"['Back', 'Core']",Cardio,Sarah Kim,60000,Beginner,TRUE,2.85
282,85,7/28/2023 20:01,30,Movement,"['Chest', 'Shoulders']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.21
283,239,3/20/2023 20:00,50,Movement,"['Chest', 'Shoulders']",Strength,Alex Johnson,50000,Intermediate,TRUE,5.37
284,166,8/15/2023 18:34,35,Exercise,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Intermediate,TRUE,5.81
285,242,10/9/2023 5:48,10,Movement,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Beginner,TRUE,2.01
286,401,10/28/2023 5:15,16,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Beginner,TRUE,2.28
287,16,11/9/2023 18:08,24,Exercise,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Beginner,FALSE,2.08
288,363,8/31/2023 5:02,28,Exercise,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Beginner,TRUE,1.89
289,317,8/1/2023 6:34,33,Movement,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,5.36
290,245,4/28/2023 19:23,13,Movement,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Beginner,FALSE,2.84
291,154,4/30/2023 7:44,50,Exercise,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Advanced,TRUE,5.6
292,156,5/25/2023 22:00,32,Movement,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,5.21
293,429,4/7/2023 5:01,51,Exercise,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Advanced,TRUE,6.35
294,482,4/1/2023 18:34,31,Exercise,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Intermediate,TRUE,4.48
295,257,8/8/2023 18:00,20,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,1.77
296,311,5/6/2023 12:26,29,Exercise,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,TRUE,1.56
297,480,7/11/2023 20:00,29,Exercise,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Beginner,TRUE,1.43
298,49,9/20/2023 20:00,27,Exercise,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Beginner,FALSE,1.24
299,192,10/11/2023 11:02,22,Movement,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Beginner,FALSE,1.82
300,193,7/3/2023 20:00,55,Movement,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Advanced,TRUE,7.72
301,157,8/2/2023 20:00,10,Exercise,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,2.96
302,197,3/12/2023 20:00,27,Movement,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Beginner,TRUE,2.49
303,103,6/29/2023 17:15,11,Movement,"['Chest', 'Shoulders']",Strength,Alex Johnson,50000,Beginner,FALSE,1.63
304,115,7/1/2023 8:24,35,Movement,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,5.18
305,363,9/24/2023 20:00,21,Exercise,"['Back', 'Core']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.25
306,464,9/19/2023 21:28,32,Exercise,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Intermediate,TRUE,6.44
307,56,7/4/2023 11:08,56,Exercise,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Advanced,TRUE,6.54
308,423,7/12/2023 18:36,50,Movement,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Intermediate,TRUE,4.17
309,180,7/29/2023 0:21,57,Movement,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Advanced,TRUE,5.07
310,306,4/12/2023 17:21,38,Movement,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Intermediate,TRUE,3.16
311,312,3/6/2023 19:11,33,Exercise,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Intermediate,TRUE,3.07
312,92,6/11/2023 6:35,60,Movement,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Advanced,TRUE,8.81
313,372,4/27/2023 19:31,31,Movement,"['Back', 'Core']",Cardio,Sarah Kim,60000,Intermediate,TRUE,5.65
314,268,3/20/2023 18:27,31,Exercise,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Intermediate,TRUE,5.43
315,46,6/9/2023 6:35,15,Exercise,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Beginner,FALSE,1.2
316,162,9/24/2023 7:52,18,Exercise,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,TRUE,1.18
317,500,9/4/2023 8:24,24,Movement,"['Biceps', 'Triceps']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,1.04
318,358,11/4/2023 20:00,15,Movement,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Beginner,TRUE,2.43
319,78,10/6/2023 18:23,20,Exercise,"['Biceps', 'Triceps']",Strength,Sarah Kim,60000,Beginner,TRUE,1.37
320,298,3/27/2023 18:30,46,Exercise,"['Back', 'Core']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,6.03
321,277,8/25/2023 17:31,39,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Intermediate,TRUE,3.89
322,149,5/10/2023 20:00,47,Movement,"['Back', 'Core']",Strength,Alex Johnson,50000,Intermediate,TRUE,5.84
323,181,6/13/2023 8:04,50,Exercise,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Intermediate,FALSE,6.41
324,141,9/28/2023 20:00,27,Exercise,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Beginner,TRUE,2.75
325,434,4/28/2023 21:20,32,Exercise,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Intermediate,TRUE,6.96
326,443,4/1/2023 13:12,29,Exercise,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,1.12
327,193,6/19/2023 20:31,41,Movement,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Advanced,FALSE,6.65
328,321,2/27/2023 17:25,32,Movement,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Intermediate,FALSE,5.27
329,443,6/11/2023 7:02,28,Movement,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Beginner,FALSE,2.94
330,24,10/15/2023 6:18,48,Movement,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Intermediate,FALSE,4.8
331,73,4/19/2023 17:52,27,Movement,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Beginner,TRUE,1.3
332,274,7/10/2023 12:44,27,Movement,"['Chest', 'Shoulders']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.45
333,69,9/4/2023 13:05,49,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,8.58
334,5,5/12/2023 19:27,52,Exercise,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Advanced,TRUE,6.92
335,348,10/4/2023 8:18,41,Exercise,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,6.66
336,383,7/17/2023 17:48,60,Exercise,"['Back', 'Core']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,7.9
337,244,6/2/2023 18:48,49,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Intermediate,FALSE,5.2
338,320,8/21/2023 18:09,24,Exercise,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Beginner,FALSE,1.03
339,276,9/30/2023 6:44,47,Exercise,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,5.77
340,102,2/22/2023 12:26,28,Movement,"['Biceps', 'Triceps']",Flexibility,Sarah Kim,60000,Beginner,TRUE,2.33
341,490,4/3/2023 22:00,48,Movement,"['Back', 'Core']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,4.91
342,184,8/27/2023 6:19,15,Movement,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Beginner,TRUE,2.9
343,434,5/25/2023 20:00,42,Movement,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Intermediate,FALSE,3.38
344,413,4/18/2023 5:01,20,Exercise,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.91
345,92,5/29/2023 5:06,59,Movement,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Advanced,FALSE,8.83
346,75,8/17/2023 17:07,47,Exercise,"['Chest', 'Shoulders']",Cardio,Marcus Lee,12000,Intermediate,TRUE,4.53
347,29,5/7/2023 7:29,48,Exercise,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,5.08
348,130,8/18/2023 18:35,13,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.01
349,98,10/5/2023 18:42,29,Exercise,"['Back', 'Core']",Cardio,Sarah Kim,60000,Beginner,FALSE,2.16
350,303,4/12/2023 12:29,26,Exercise,"['Chest', 'Shoulders']",Flexibility,Marcus Lee,12000,Beginner,FALSE,2.31
351,362,9/7/2023 5:02,16,Exercise,"['Back', 'Core']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.37
352,31,6/27/2023 11:52,43,Exercise,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Intermediate,TRUE,6.92
353,95,11/4/2023 11:05,23,Exercise,"['Biceps', 'Triceps']",Cardio,Sarah Kim,60000,Beginner,TRUE,1.09
354,99,4/17/2023 21:42,29,Exercise,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Beginner,FALSE,2.34
355,310,6/28/2023 19:19,31,Exercise,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Intermediate,TRUE,4.41
356,103,6/15/2023 13:13,14,Exercise,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Beginner,FALSE,2.46
357,389,9/10/2023 17:30,17,Exercise,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,2.26
358,91,8/14/2023 8:09,25,Movement,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Beginner,FALSE,2.82
359,216,4/5/2023 19:17,31,Movement,"['Biceps', 'Triceps']",Cardio,Sarah Kim,60000,Intermediate,FALSE,4.57
360,242,11/8/2023 8:04,26,Movement,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Beginner,TRUE,1.64
361,330,10/4/2023 20:00,13,Exercise,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2
362,450,8/20/2023 21:06,30,Exercise,"['Back', 'Core']",Cardio,Marcus Lee,12000,Beginner,TRUE,1.11
363,141,10/27/2023 6:16,10,Exercise,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,FALSE,1.28
364,491,7/27/2023 2:59,50,Exercise,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Intermediate,FALSE,4.46
365,312,7/10/2023 19:47,48,Movement,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Intermediate,TRUE,5.32
366,371,7/2/2023 2:03,35,Movement,"['Biceps', 'Triceps']",Flexibility,Sarah Kim,60000,Intermediate,TRUE,6
367,496,9/6/2023 6:50,46,Exercise,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,8.91
368,107,7/1/2023 5:46,12,Movement,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,FALSE,1.37
369,299,10/26/2023 20:00,26,Movement,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.42
370,207,8/14/2023 8:12,33,Exercise,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Intermediate,TRUE,3.78
371,335,6/24/2023 12:44,25,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,1.22
372,11,6/10/2023 20:00,48,Movement,"['Back', 'Core']",Strength,Sarah Kim,60000,Advanced,TRUE,5.22
373,171,8/17/2023 17:09,54,Exercise,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Advanced,TRUE,7.87
374,220,8/27/2023 7:35,45,Movement,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,6.89
375,97,3/12/2023 18:40,34,Exercise,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Intermediate,TRUE,3.09
376,199,2/10/2023 5:31,47,Exercise,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Intermediate,TRUE,6.58
377,403,6/1/2023 18:57,17,Movement,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Beginner,TRUE,1.53
378,116,6/17/2023 17:46,11,Exercise,"['Back', 'Core']",Cardio,Marcus Lee,12000,Beginner,FALSE,2.43
379,349,9/26/2023 6:08,10,Exercise,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Beginner,TRUE,1.28
380,407,4/26/2023 6:31,14,Movement,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.76
381,315,4/20/2023 20:00,43,Movement,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Intermediate,FALSE,3.79
382,301,6/11/2023 19:52,46,Exercise,"['Biceps', 'Triceps']",Strength,Sarah Kim,60000,Advanced,FALSE,7.28
383,201,10/9/2023 8:28,19,Movement,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Beginner,FALSE,2.14
384,209,6/20/2023 22:00,23,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.11
385,432,8/31/2023 8:24,42,Movement,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Intermediate,FALSE,5.75
386,477,6/29/2023 13:23,41,Exercise,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Advanced,TRUE,6.55
387,231,9/6/2023 20:00,29,Movement,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.85
388,99,6/20/2023 5:54,28,Movement,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Beginner,TRUE,2.71
389,49,8/2/2023 17:53,27,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,FALSE,1.95
390,41,7/10/2023 18:27,53,Exercise,"['Biceps', 'Triceps']",Flexibility,Sarah Kim,60000,Advanced,TRUE,7.6
391,273,7/13/2023 19:35,30,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Intermediate,TRUE,6.88
392,11,8/6/2023 17:46,54,Exercise,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Advanced,TRUE,5.38
393,472,8/13/2023 18:20,44,Exercise,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,8.2
394,457,8/30/2023 18:29,17,Exercise,"['Back', 'Core']",Strength,Marcus Lee,12000,Beginner,FALSE,2.59
395,203,7/18/2023 19:35,43,Movement,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,6.29
396,291,2/22/2023 11:05,40,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Advanced,TRUE,7.17
397,60,5/16/2023 13:10,17,Exercise,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.34
398,194,10/12/2023 7:37,12,Movement,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,2.96
399,341,8/21/2023 19:45,47,Exercise,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Intermediate,FALSE,3.62
400,33,10/29/2023 21:27,37,Movement,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,3.33
401,255,6/17/2023 22:00,49,Movement,"['Chest', 'Shoulders']",Strength,Alex Johnson,50000,Advanced,TRUE,8.23
402,489,4/19/2023 18:55,48,Movement,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Intermediate,FALSE,6.22
403,194,10/18/2023 17:35,18,Exercise,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,1.47
404,84,6/7/2023 13:25,16,Exercise,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.09
405,44,7/4/2023 19:51,56,Movement,"['Legs', 'Glutes']",Flexibility,Alex Johnson,50000,Advanced,TRUE,7.22
406,452,9/1/2023 7:19,40,Movement,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Advanced,TRUE,8.59
407,367,4/17/2023 6:35,15,Exercise,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Beginner,TRUE,1.09
408,472,7/1/2023 17:57,46,Exercise,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Advanced,TRUE,6.16
409,119,6/13/2023 19:57,48,Movement,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,6.63
410,213,11/17/2023 12:28,24,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Beginner,FALSE,1.79
411,8,3/27/2023 20:42,38,Movement,"['Legs', 'Glutes']",Flexibility,Alex Johnson,50000,Intermediate,TRUE,6.43
412,49,9/26/2023 8:22,19,Exercise,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Beginner,FALSE,1.01
413,440,7/8/2023 18:33,33,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Intermediate,FALSE,6.57
414,190,9/21/2023 18:57,57,Exercise,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Advanced,FALSE,7.18
415,437,7/18/2023 12:00,39,Exercise,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Intermediate,FALSE,4.35
416,331,6/29/2023 8:22,50,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,6.78
